,average,,,,,,,,,
6900,0.006691473923,0.007386734694,0.007384285714,0.007389183673,0.006630612245,0.007387755102,0.004644285714,0.007389183673,0.004633469388,0.0073777551
6800,0.006496621315,0.007175102041,0.007172857143,0.007174285714,0.006452244898,0.007174897959,0.004465714286,0.007172244898,0.004522244898,0.00716
6700,0.006305442182,0.006963265306,0.006963877551,0.006966530612,0.006258367347,0.006966734694,0.004331836735,0.006962040816,0.004384693878,0.0069516327
6600,0.006117936512,0.00676244898,0.006759183673,0.006757959184,0.006077755102,0.006760612245,0.004221020408,0.006754489796,0.004225306122,0.0067426531
6500,0.005939637191,0.006556122449,0.006555918367,0.00656,0.005893673469,0.006560408163,0.004099387755,0.006557142857,0.004127142857,0.0065469388
6400,0.005757936503,0.006359183673,0.006356938776,0.006360204082,0.005716326531,0.006363469388,0.003995306122,0.006356734694,0.003968163265,0.006345102
6300,0.005673764175,0.006162244898,0.006161428571,0.006162857143,0.005540408163,0.006165306122,0.003878571429,0.006163265306,0.003872857143,0.0069569388
6200,0.005458684805,0.005969387755,0.00598244898,0.005971632653,0.005369795918,0.005974897959,0.003754897959,0.005975510204,0.003722040816,0.006407551
6100,0.005245034019,0.005778163265,0.005860204082,0.005782857143,0.005197346939,0.005784285714,0.003626734694,0.005781632653,0.00361244898,0.0057816327
6000,0.005074829935,0.005599591837,0.005676938776,0.005600408163,0.005030408163,0.005598367347,0.00347122449,0.005595102041,0.003512244898,0.0055891837
5900,0.004842780616,0.005412857143,,0.005410612245,0.004914489796,0.005412040816,0.003364897959,0.005409183673,0.003404489796,0.0054136735
5800,0.004684209186,0.005227755102,,0.005231632653,0.004709591837,0.005231632653,0.003282653061,0.005230204082,0.003292244898,0.0052679592
5700,0.004516034985,0.005052857143,,0.005054693878,,0.005058979592,0.003164081633,0.005054081633,0.003182040816,0.0050455102
5600,0.004358892128,0.004877959184,,0.004880204082,,0.004880612245,0.003055714286,0.004879183673,0.003073061224,0.0048655102
5500,0.004207288627,0.004709387755,,0.004709795918,,0.004710408163,0.002956530612,0.004708979592,0.002953877551,0.0047020408
5400,0.004053877546,0.004538571429,,0.004541836735,,0.004541020408,0.002859183673,0.00454122449,0.00282122449,0.0045340816
5300,0.003914110783,0.004376122449,,0.004380408163,,0.004378163265,0.002751428571,0.004375306122,0.002751020408,0.0043863265
5200,0.00376997085,0.004214285714,,0.004213877551,,0.004216530612,0.002646122449,0.004214489796,0.002650816327,0.0042336735
5100,0.003625043731,0.004057755102,,0.004055306122,,0.004056734694,0.002548979592,0.004056122449,0.002554897959,0.0040455102
5000,0.003482827982,0.003900204082,,0.003898979592,,0.003900204082,0.00244,0.003899591837,0.002450204082,0.0038906122
4900,0.003346530607,0.003744489796,,0.003748367347,,0.003749591837,0.002345510204,0.003745714286,0.002354693878,0.0037373469
4800,0.00321177842,0.003597755102,,0.003597959184,,0.003599387755,0.002247755102,0.003593877551,0.002240612245,0.003605102
4700,0.003084518957,0.003451428571,,0.003457142857,,0.003453265306,0.002151632653,0.003448571429,0.00217244898,0.0034571429
4600,0.002952128276,0.003305714286,,0.003306734694,,0.003307959184,0.002075918367,0.003305102041,0.002070408163,0.0032930612
4500,0.002830379006,0.003165918367,,0.00316755102,,0.003167755102,0.001989387755,0.003165714286,0.001996530612,0.0031597959
4400,0.002705189503,0.003026530612,,0.003030204082,,0.003031632653,0.0019,0.00302877551,0.001902653061,0.0030165306
4300,0.002584693875,0.002893061224,,0.002893265306,,0.002897142857,0.001815306122,0.002893469388,0.001818571429,0.0028820408
4200,0.002466064141,0.002763265306,,0.002762857143,,0.00276244898,0.001724693878,0.002760612245,0.001737346939,0.0027512245
4100,0.002352769681,0.002634489796,,0.002634489796,,0.002634693878,0.001655102041,0.002633469388,0.001653673469,0.0026234694
4000,0.002240291549,0.002508163265,,0.002508979592,,0.002508979592,0.001574081633,0.002506734694,0.001573673469,0.0025014286
3900,0.002133265307,0.002394693878,,0.002387142857,,0.002387959184,0.001501632653,0.002385918367,0.00149877551,0.0023767347
3800,0.00202352769,0.002267142857,,0.002267959184,,0.002268571429,0.001425102041,0.002265306122,0.001412244898,0.0022583673
3700,0.00192043732,0.002151836735,,0.002152040816,,0.002152244898,0.001354285714,0.002151428571,0.001337755102,0.0021434694
3600,0.001824781341,0.002036530612,,0.002038367347,,0.00203877551,0.001283673469,0.002037346939,0.001281020408,0.0020577551
3500,0.001733381923,0.001927755102,,0.001926938776,,0.001930408163,0.001209795918,0.001928367347,0.001211632653,0.0019987755
3400,0.001626909622,0.001820816327,,0.001822244898,,0.00182244898,0.001144081633,0.001820204082,0.001131836735,0.0018267347
3300,0.001535539365,0.001718367347,,0.001717142857,,0.001718979592,0.001080204082,0.001716734694,0.001075714286,0.0017216327
3200,0.001443469391,0.001615306122,,0.001615918367,,0.001617142857,0.001012857143,0.001616326531,0.001012040816,0.0016146939
3100,0.001356909617,0.001518979592,,0.001518979592,,0.001520612245,0.0009532653061,0.001517959184,0.000952244898,0.0015163265
3000,0.00127172011,0.001423877551,,0.001422857143,,0.001425102041,0.0008948979592,0.001423469388,0.0008934693878,0.0014183673
2900,0.001189912535,0.001331020408,,0.001330816327,,0.001333265306,0.0008375510204,0.001332040816,0.0008359183673,0.0013287755
2800,0.00111139941,0.001244081633,,0.001243061224,,0.001243061224,0.0007830612245,0.001242857143,0.0007830612245,0.0012406122
2700,0.001033731783,0.001156734694,,0.00115755102,,0.001156734694,0.0007281632653,0.00115877551,0.0007244897959,0.0011536735
2600,0.0009606997035,0.001073877551,,0.001074897959,,0.001075102041,0.0006775510204,0.001074489796,0.0006771428571,0.0010718367
2500,0.0008899416866,0.0009959183673,,0.0009955102041,,0.0009965306122,0.0006267346939,0.0009969387755,0.0006216326531,0.0009963265
2400,0.0008218950499,0.0009208163265,,0.0009191836735,,0.0009187755102,0.0005779591837,0.0009191836735,0.0005802040816,0.0009171429
2300,0.0007560933015,0.0008446938776,,0.0008465306122,,0.0008457142857,0.0005328571429,0.0008457142857,0.0005332653061,0.0008438776
2200,0.0007031778431,0.0007744897959,,0.0007753061224,,0.0007757142857,0.0004893877551,0.0007751020408,0.000487755102,0.0008444898
2100,0.0006478425662,0.0007067346939,,0.0007089795918,,0.0007091836735,0.0004432653061,0.0007079591837,0.0004442857143,0.0008144898
2000,0.0005879300318,0.0006430612245,,0.0006430612245,,0.0006451020408,0.0004055102041,0.0006434693878,0.0004051020408,0.0007302041
1900,0.0005282798784,0.0005824489796,,0.000582244898,,0.0005844897959,0.0003675510204,0.000582244898,0.0003671428571,0.0006318367
1800,0.0004763848466,0.0005246938776,,0.000523877551,,0.0005255102041,0.0003312244898,0.0005248979592,0.0003306122449,0.0005738776
1700,0.0004324781321,0.0004689795918,,0.00047,,0.0004702040816,0.0002973469388,0.0004693877551,0.0002971428571,0.0005542857
1600,0.0003839941665,0.0004167346939,,0.0004183673469,,0.0004179591837,0.0002636734694,0.0004175510204,0.000263877551,0.0004897959
1500,0.0003381341155,0.0003683673469,,0.0003689795918,,0.0003691836735,0.0002334693878,0.0003681632653,0.0002328571429,0.0004259184
1400,0.0002886297364,0.000322244898,,0.0003224489796,,0.0003228571429,0.0002051020408,0.000322244898,0.0002044897959,0.0003210204
1300,0.0002503206956,0.0002797959184,,0.0002797959184,,0.00028,0.000177755102,0.0002795918367,0.0001767346939,0.0002785714
1200,0.0002147813423,0.0002397959184,,0.0002395918367,,0.00024,0.0001524489796,0.00024,0.0001526530612,0.0002389796
1100,0.0001816618079,0.0002028571429,,0.0002030612245,,0.0002030612245,0.0001289795918,0.0002030612245,0.0001283673469,0.0002022449
1000,0.000151690958,0.0001689795918,,0.0001695918367,,0.0001689795918,0.0001079591837,0.0001697959184,0.0001079591837,0.0001685714
900,0.0001242857076,0.0001385714286,,0.0001385714286,,0.0001387755102,8.84E-05,0.0001389795918,8.84E-05,0.0001383673
800,0.0001015743499,0.0001110204082,,0.0001114285714,,0.0001110204082,7.04E-05,0.0001116326531,7.06E-05,0.000124898
700,8.36E-05,8.67E-05,,8.65E-05,,8.59E-05,5.51E-05,8.65E-05,5.49E-05,0.0001293878
600,5.81E-05,6.55E-05,,6.51E-05,,6.43E-05,4.12E-05,6.51E-05,4.10E-05,6.47E-05
500,4.15E-05,4.61E-05,,4.59E-05,,4.65E-05,2.96E-05,4.63E-05,2.96E-05,4.61E-05
400,2.75E-05,3.06E-05,,3.08E-05,,3.06E-05,1.94E-05,3.12E-05,1.92E-05,3.06E-05
300,1.63E-05,1.86E-05,,1.86E-05,,1.82E-05,1.10E-05,1.84E-05,1.10E-05,1.82E-05
200,7.55E-06,8.57E-06,,8.37E-06,,8.57E-06,5.10E-06,8.57E-06,5.10E-06,8.57E-06
100,2.27E-06,2.45E-06,,2.45E-06,,2.65E-06,1.43E-06,2.86E-06,1.43E-06,2.65E-06
